,Site,Parameter,Date_LT,Year,Month,Day,Hour,NowCast_Conc,AQI,AQI_Category,Raw_Conc,Conc_Unit,Duration,QC_Name
6059,Ulaanbaatar,PM2.5 - Principal,2020-10-20 00:00:00,2020,10,20,0,77.6,162.0,Unhealthy,67.0,UG/M3,1 Hr,Valid
6060,Ulaanbaatar,PM2.5 - Principal,2020-10-20 01:00:00,2020,10,20,1,85.8,167.0,Unhealthy,94.0,UG/M3,1 Hr,Valid
6062,Ulaanbaatar,PM2.5 - Principal,2020-10-20 03:00:00,2020,10,20,3,72.2,160.0,Unhealthy,71.0,UG/M3,1 Hr,Valid
6063,Ulaanbaatar,PM2.5 - Principal,2020-10-20 04:00:00,2020,10,20,4,41.6,116.0,Unhealthy for Sensitive Groups,11.0,UG/M3,1 Hr,Valid
6064,Ulaanbaatar,PM2.5 - Principal,2020-10-20 05:00:00,2020,10,20,5,26.2,81.0,Moderate,11.0,UG/M3,1 Hr,Valid
6065,Ulaanbaatar,PM2.5 - Principal,2020-10-20 06:00:00,2020,10,20,6,16.1,59.0,Moderate,6.0,UG/M3,1 Hr,Valid
6066,Ulaanbaatar,PM2.5 - Principal,2020-10-20 07:00:00,2020,10,20,7,10.5,44.0,Good,5.0,UG/M3,1 Hr,Valid
6067,Ulaanbaatar,PM2.5 - Principal,2020-10-20 08:00:00,2020,10,20,8,9.2,38.0,Good,8.0,UG/M3,1 Hr,Valid
6068,Ulaanbaatar,PM2.5 - Principal,2020-10-20 09:00:00,2020,10,20,9,8.1,34.0,Good,7.0,UG/M3,1 Hr,Valid
6069,Ulaanbaatar,PM2.5 - Principal,2020-10-20 10:00:00,2020,10,20,10,8.5,35.0,Good,9.0,UG/M3,1 Hr,Valid
6070,Ulaanbaatar,PM2.5 - Principal,2020-10-20 11:00:00,2020,10,20,11,9.7,40.0,Good,11.0,UG/M3,1 Hr,Valid
6072,Ulaanbaatar,PM2.5 - Principal,2020-10-20 13:00:00,2020,10,20,13,8.4,35.0,Good,8.0,UG/M3,1 Hr,Valid
6073,Ulaanbaatar,PM2.5 - Principal,2020-10-20 14:00:00,2020,10,20,14,9.2,38.0,Good,10.0,UG/M3,1 Hr,Valid
6074,Ulaanbaatar,PM2.5 - Principal,2020-10-20 15:00:00,2020,10,20,15,9.5,40.0,Good,10.0,UG/M3,1 Hr,Valid
6075,Ulaanbaatar,PM2.5 - Principal,2020-10-20 16:00:00,2020,10,20,16,10.2,43.0,Good,11.0,UG/M3,1 Hr,Valid
6076,Ulaanbaatar,PM2.5 - Principal,2020-10-20 17:00:00,2020,10,20,17,12.1,51.0,Moderate,14.0,UG/M3,1 Hr,Valid
6077,Ulaanbaatar,PM2.5 - Principal,2020-10-20 18:00:00,2020,10,20,18,11.5,48.0,Good,11.0,UG/M3,1 Hr,Valid
6078,Ulaanbaatar,PM2.5 - Principal,2020-10-20 19:00:00,2020,10,20,19,14.7,56.0,Moderate,18.0,UG/M3,1 Hr,Valid
6079,Ulaanbaatar,PM2.5 - Principal,2020-10-20 20:00:00,2020,10,20,20,12.3,51.0,Moderate,10.0,UG/M3,1 Hr,Valid
6080,Ulaanbaatar,PM2.5 - Principal,2020-10-20 21:00:00,2020,10,20,21,13.1,53.0,Moderate,14.0,UG/M3,1 Hr,Valid
6081,Ulaanbaatar,PM2.5 - Principal,2020-10-20 22:00:00,2020,10,20,22,19.6,67.0,Moderate,26.0,UG/M3,1 Hr,Valid
6082,Ulaanbaatar,PM2.5 - Principal,2020-10-20 23:00:00,2020,10,20,23,34.8,99.0,Moderate,50.0,UG/M3,1 Hr,Valid
6083,Ulaanbaatar,PM2.5 - Principal,2020-10-21 00:00:00,2020,10,21,0,40.9,114.0,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
6084,Ulaanbaatar,PM2.5 - Principal,2020-10-21 01:00:00,2020,10,21,1,44.4,123.0,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
6085,Ulaanbaatar,PM2.5 - Principal,2020-10-21 02:00:00,2020,10,21,2,47.2,130.0,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
6086,Ulaanbaatar,PM2.5 - Principal,2020-10-21 03:00:00,2020,10,21,3,38.6,109.0,Unhealthy for Sensitive Groups,30.0,UG/M3,1 Hr,Valid
6087,Ulaanbaatar,PM2.5 - Principal,2020-10-21 04:00:00,2020,10,21,4,25.8,80.0,Moderate,13.0,UG/M3,1 Hr,Valid
6088,Ulaanbaatar,PM2.5 - Principal,2020-10-21 05:00:00,2020,10,21,5,20.4,68.0,Moderate,15.0,UG/M3,1 Hr,Valid
6089,Ulaanbaatar,PM2.5 - Principal,2020-10-21 06:00:00,2020,10,21,6,18.7,65.0,Moderate,17.0,UG/M3,1 Hr,Valid
6090,Ulaanbaatar,PM2.5 - Principal,2020-10-21 07:00:00,2020,10,21,7,16.8,61.0,Moderate,15.0,UG/M3,1 Hr,Valid
6091,Ulaanbaatar,PM2.5 - Principal,2020-10-21 08:00:00,2020,10,21,8,20.4,68.0,Moderate,24.0,UG/M3,1 Hr,Valid
6092,Ulaanbaatar,PM2.5 - Principal,2020-10-21 09:00:00,2020,10,21,9,34.2,97.0,Moderate,48.0,UG/M3,1 Hr,Valid
6093,Ulaanbaatar,PM2.5 - Principal,2020-10-21 10:00:00,2020,10,21,10,54.1,147.0,Unhealthy for Sensitive Groups,74.0,UG/M3,1 Hr,Valid
6094,Ulaanbaatar,PM2.5 - Principal,2020-10-21 11:00:00,2020,10,21,11,54.5,148.0,Unhealthy for Sensitive Groups,55.0,UG/M3,1 Hr,Valid
6095,Ulaanbaatar,PM2.5 - Principal,2020-10-21 12:00:00,2020,10,21,12,51.2,140.0,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
6096,Ulaanbaatar,PM2.5 - Principal,2020-10-21 13:00:00,2020,10,21,13,36.1,102.0,Unhealthy for Sensitive Groups,21.0,UG/M3,1 Hr,Valid
6097,Ulaanbaatar,PM2.5 - Principal,2020-10-21 14:00:00,2020,10,21,14,22.5,73.0,Moderate,9.0,UG/M3,1 Hr,Valid
6098,Ulaanbaatar,PM2.5 - Principal,2020-10-21 15:00:00,2020,10,21,15,22.5,73.0,Moderate,-999.0,UG/M3,1 Hr,Missing
6099,Ulaanbaatar,PM2.5 - Principal,2020-10-21 16:00:00,2020,10,21,16,22.5,73.0,Moderate,-999.0,UG/M3,1 Hr,Missing
6100,Ulaanbaatar,PM2.5 - Principal,2020-10-21 17:00:00,2020,10,21,17,22.5,73.0,Moderate,-999.0,UG/M3,1 Hr,Missing
6101,Ulaanbaatar,PM2.5 - Principal,2020-10-21 18:00:00,2020,10,21,18,22.5,73.0,Moderate,-999.0,UG/M3,1 Hr,Missing
6102,Ulaanbaatar,PM2.5 - Principal,2020-10-22 09:00:00,2020,10,22,9,48.32179800839755,133.0,Unhealthy for Sensitive Groups,72.0,UG/M3,1 Hr,Valid
6103,Ulaanbaatar,PM2.5 - Principal,2020-10-22 10:00:00,2020,10,22,10,116.9,183.0,Unhealthy,140.0,UG/M3,1 Hr,Valid
6104,Ulaanbaatar,PM2.5 - Principal,2020-10-22 11:00:00,2020,10,22,11,175.4,226.0,Very Unhealthy,219.0,UG/M3,1 Hr,Valid
6105,Ulaanbaatar,PM2.5 - Principal,2020-10-22 12:00:00,2020,10,22,12,105.8,177.0,Unhealthy,45.0,UG/M3,1 Hr,Valid
6106,Ulaanbaatar,PM2.5 - Principal,2020-10-22 13:00:00,2020,10,22,13,105.8,177.0,Unhealthy,-999.0,UG/M3,1 Hr,Missing
6107,Ulaanbaatar,PM2.5 - Principal,2020-10-22 14:00:00,2020,10,22,14,105.8,177.0,Unhealthy,-999.0,UG/M3,1 Hr,Missing
6108,Ulaanbaatar,PM2.5 - Principal,2020-10-22 15:00:00,2020,10,22,15,105.8,177.0,Unhealthy,-999.0,UG/M3,1 Hr,Missing
6109,Ulaanbaatar,PM2.5 - Principal,2020-10-22 16:00:00,2020,10,22,16,105.8,177.0,Unhealthy,-999.0,UG/M3,1 Hr,Missing
6110,Ulaanbaatar,PM2.5 - Principal,2020-10-29 10:00:00,2020,10,29,10,48.32179800839755,133.0,Unhealthy for Sensitive Groups,189.0,UG/M3,1 Hr,Valid
6111,Ulaanbaatar,PM2.5 - Principal,2020-10-29 11:00:00,2020,10,29,11,113.6,181.0,Unhealthy,76.0,UG/M3,1 Hr,Valid
6112,Ulaanbaatar,PM2.5 - Principal,2020-10-29 12:00:00,2020,10,29,12,59.0,153.0,Unhealthy,18.0,UG/M3,1 Hr,Valid
6113,Ulaanbaatar,PM2.5 - Principal,2020-10-29 13:00:00,2020,10,29,13,37.1,105.0,Unhealthy for Sensitive Groups,18.0,UG/M3,1 Hr,Valid
6114,Ulaanbaatar,PM2.5 - Principal,2020-10-29 14:00:00,2020,10,29,14,39.1,110.0,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
6115,Ulaanbaatar,PM2.5 - Principal,2020-10-29 15:00:00,2020,10,29,15,33.9,97.0,Moderate,29.0,UG/M3,1 Hr,Valid
6116,Ulaanbaatar,PM2.5 - Principal,2020-10-29 16:00:00,2020,10,29,16,26.9,82.0,Moderate,20.0,UG/M3,1 Hr,Valid
6117,Ulaanbaatar,PM2.5 - Principal,2020-10-29 17:00:00,2020,10,29,17,20.4,68.0,Moderate,14.0,UG/M3,1 Hr,Valid
6118,Ulaanbaatar,PM2.5 - Principal,2020-10-29 18:00:00,2020,10,29,18,20.7,69.0,Moderate,21.0,UG/M3,1 Hr,Valid
6119,Ulaanbaatar,PM2.5 - Principal,2020-10-29 19:00:00,2020,10,29,19,20.3,68.0,Moderate,20.0,UG/M3,1 Hr,Valid
6120,Ulaanbaatar,PM2.5 - Principal,2020-10-29 20:00:00,2020,10,29,20,88.2,168.0,Unhealthy,156.0,UG/M3,1 Hr,Valid
6121,Ulaanbaatar,PM2.5 - Principal,2020-10-29 21:00:00,2020,10,29,21,152.6,203.0,Very Unhealthy,217.0,UG/M3,1 Hr,Valid
6122,Ulaanbaatar,PM2.5 - Principal,2020-10-29 22:00:00,2020,10,29,22,149.8,200.0,Unhealthy,147.0,UG/M3,1 Hr,Valid
6123,Ulaanbaatar,PM2.5 - Principal,2020-10-29 23:00:00,2020,10,29,23,134.9,192.0,Unhealthy,120.0,UG/M3,1 Hr,Valid
6124,Ulaanbaatar,PM2.5 - Principal,2020-10-30 00:00:00,2020,10,30,0,125.9,187.0,Unhealthy,117.0,UG/M3,1 Hr,Valid
6125,Ulaanbaatar,PM2.5 - Principal,2020-10-30 01:00:00,2020,10,30,1,117.9,183.0,Unhealthy,110.0,UG/M3,1 Hr,Valid
6126,Ulaanbaatar,PM2.5 - Principal,2020-10-30 02:00:00,2020,10,30,2,104.0,176.0,Unhealthy,90.0,UG/M3,1 Hr,Valid
6127,Ulaanbaatar,PM2.5 - Principal,2020-10-30 03:00:00,2020,10,30,3,124.5,187.0,Unhealthy,145.0,UG/M3,1 Hr,Valid
6128,Ulaanbaatar,PM2.5 - Principal,2020-10-30 04:00:00,2020,10,30,4,103.2,176.0,Unhealthy,82.0,UG/M3,1 Hr,Valid
6129,Ulaanbaatar,PM2.5 - Principal,2020-10-30 05:00:00,2020,10,30,5,74.6,161.0,Unhealthy,46.0,UG/M3,1 Hr,Valid
6130,Ulaanbaatar,PM2.5 - Principal,2020-10-30 06:00:00,2020,10,30,6,53.3,145.0,Unhealthy for Sensitive Groups,32.0,UG/M3,1 Hr,Valid
6131,Ulaanbaatar,PM2.5 - Principal,2020-10-30 07:00:00,2020,10,30,7,36.1,102.0,Unhealthy for Sensitive Groups,19.0,UG/M3,1 Hr,Valid
6132,Ulaanbaatar,PM2.5 - Principal,2020-10-30 08:00:00,2020,10,30,8,34.0,97.0,Moderate,32.0,UG/M3,1 Hr,Valid
6133,Ulaanbaatar,PM2.5 - Principal,2020-10-30 09:00:00,2020,10,30,9,53.0,144.0,Unhealthy for Sensitive Groups,72.0,UG/M3,1 Hr,Valid
6134,Ulaanbaatar,PM2.5 - Principal,2020-10-30 10:00:00,2020,10,30,10,90.5,169.0,Unhealthy,128.0,UG/M3,1 Hr,Valid
6135,Ulaanbaatar,PM2.5 - Principal,2020-10-30 11:00:00,2020,10,30,11,106.2,177.0,Unhealthy,122.0,UG/M3,1 Hr,Valid
6136,Ulaanbaatar,PM2.5 - Principal,2020-10-30 12:00:00,2020,10,30,12,72.6,160.0,Unhealthy,39.0,UG/M3,1 Hr,Valid
6137,Ulaanbaatar,PM2.5 - Principal,2020-10-30 13:00:00,2020,10,30,13,47.7,131.0,Unhealthy for Sensitive Groups,23.0,UG/M3,1 Hr,Valid
6138,Ulaanbaatar,PM2.5 - Principal,2020-10-30 14:00:00,2020,10,30,14,53.3,145.0,Unhealthy for Sensitive Groups,59.0,UG/M3,1 Hr,Valid
6139,Ulaanbaatar,PM2.5 - Principal,2020-10-30 15:00:00,2020,10,30,15,55.6,151.0,Unhealthy,58.0,UG/M3,1 Hr,Valid
6140,Ulaanbaatar,PM2.5 - Principal,2020-10-30 16:00:00,2020,10,30,16,55.6,151.0,Unhealthy,-999.0,UG/M3,1 Hr,Missing
6141,Ulaanbaatar,PM2.5 - Principal,2020-10-30 17:00:00,2020,10,30,17,55.6,151.0,Unhealthy,-999.0,UG/M3,1 Hr,Missing
6142,Ulaanbaatar,PM2.5 - Principal,2020-10-30 18:00:00,2020,10,30,18,55.6,151.0,Unhealthy,-999.0,UG/M3,1 Hr,Missing
6143,Ulaanbaatar,PM2.5 - Principal,2020-10-30 19:00:00,2020,10,30,19,55.6,151.0,Unhealthy,-999.0,UG/M3,1 Hr,Missing
6144,Ulaanbaatar,PM2.5 - Principal,2020-10-31 13:00:00,2020,10,31,13,48.32179800839755,133.0,Unhealthy for Sensitive Groups,11.0,UG/M3,1 Hr,Valid
6145,Ulaanbaatar,PM2.5 - Principal,2020-10-31 14:00:00,2020,10,31,14,7.7,32.0,Good,6.0,UG/M3,1 Hr,Valid
6146,Ulaanbaatar,PM2.5 - Principal,2020-10-31 15:00:00,2020,10,31,15,5.0,21.0,Good,3.0,UG/M3,1 Hr,Valid
6147,Ulaanbaatar,PM2.5 - Principal,2020-10-31 16:00:00,2020,10,31,16,3.9,16.0,Good,3.0,UG/M3,1 Hr,Valid
6148,Ulaanbaatar,PM2.5 - Principal,2020-10-31 17:00:00,2020,10,31,17,3.4,14.0,Good,3.0,UG/M3,1 Hr,Valid
6149,Ulaanbaatar,PM2.5 - Principal,2020-10-31 18:00:00,2020,10,31,18,5.2,22.0,Good,7.0,UG/M3,1 Hr,Valid
6150,Ulaanbaatar,PM2.5 - Principal,2020-10-31 19:00:00,2020,10,31,19,14.1,55.0,Moderate,23.0,UG/M3,1 Hr,Valid
6151,Ulaanbaatar,PM2.5 - Principal,2020-10-31 20:00:00,2020,10,31,20,35.6,101.0,Unhealthy for Sensitive Groups,57.0,UG/M3,1 Hr,Valid
6152,Ulaanbaatar,PM2.5 - Principal,2020-10-31 21:00:00,2020,10,31,21,46.8,129.0,Unhealthy for Sensitive Groups,58.0,UG/M3,1 Hr,Valid
6153,Ulaanbaatar,PM2.5 - Principal,2020-10-31 22:00:00,2020,10,31,22,82.9,165.0,Unhealthy,119.0,UG/M3,1 Hr,Valid
6154,Ulaanbaatar,PM2.5 - Principal,2020-10-31 23:00:00,2020,10,31,23,150.5,201.0,Very Unhealthy,218.0,UG/M3,1 Hr,Valid
6155,Ulaanbaatar,PM2.5 - Principal,2020-01-11 00:00:00,2020,11,1,0,120.2,184.0,Unhealthy,90.0,UG/M3,1 Hr,Valid
6156,Ulaanbaatar,PM2.5 - Principal,2020-01-11 01:00:00,2020,11,1,1,120.2,184.0,Unhealthy,-999.0,UG/M3,1 Hr,Missing
6157,Ulaanbaatar,PM2.5 - Principal,2020-01-11 02:00:00,2020,11,1,2,120.2,184.0,Unhealthy,-999.0,UG/M3,1 Hr,Missing
6158,Ulaanbaatar,PM2.5 - Principal,2020-01-11 03:00:00,2020,11,1,3,120.2,184.0,Unhealthy,-999.0,UG/M3,1 Hr,Missing
6159,Ulaanbaatar,PM2.5 - Principal,2020-01-11 04:00:00,2020,11,1,4,120.2,184.0,Unhealthy,-999.0,UG/M3,1 Hr,Missing
6160,Ulaanbaatar,PM2.5 - Principal,2020-01-11 13:00:00,2020,11,1,13,48.32179800839755,133.0,Unhealthy for Sensitive Groups,6.0,UG/M3,1 Hr,Valid
6161,Ulaanbaatar,PM2.5 - Principal,2020-01-11 14:00:00,2020,11,1,14,4.8,20.0,Good,4.0,UG/M3,1 Hr,Valid
6162,Ulaanbaatar,PM2.5 - Principal,2020-01-11 15:00:00,2020,11,1,15,4.4,18.0,Good,4.0,UG/M3,1 Hr,Valid
6163,Ulaanbaatar,PM2.5 - Principal,2020-01-11 16:00:00,2020,11,1,16,4.6,19.0,Good,5.0,UG/M3,1 Hr,Valid
6164,Ulaanbaatar,PM2.5 - Principal,2020-01-11 17:00:00,2020,11,1,17,4.7,20.0,Good,5.0,UG/M3,1 Hr,Valid
6165,Ulaanbaatar,PM2.5 - Principal,2020-01-11 18:00:00,2020,11,1,18,5.2,22.0,Good,6.0,UG/M3,1 Hr,Valid
6166,Ulaanbaatar,PM2.5 - Principal,2020-01-11 19:00:00,2020,11,1,19,8.7,36.0,Good,12.0,UG/M3,1 Hr,Valid
6167,Ulaanbaatar,PM2.5 - Principal,2020-01-11 20:00:00,2020,11,1,20,14.8,57.0,Moderate,21.0,UG/M3,1 Hr,Valid
6168,Ulaanbaatar,PM2.5 - Principal,2020-01-11 21:00:00,2020,11,1,21,14.4,56.0,Moderate,14.0,UG/M3,1 Hr,Valid
6169,Ulaanbaatar,PM2.5 - Principal,2020-01-11 22:00:00,2020,11,1,22,15.7,59.0,Moderate,17.0,UG/M3,1 Hr,Valid
6170,Ulaanbaatar,PM2.5 - Principal,2020-01-11 23:00:00,2020,11,1,23,16.3,60.0,Moderate,17.0,UG/M3,1 Hr,Valid
6171,Ulaanbaatar,PM2.5 - Principal,2020-02-11 00:00:00,2020,11,2,0,12.1,51.0,Moderate,8.0,UG/M3,1 Hr,Valid
6172,Ulaanbaatar,PM2.5 - Principal,2020-02-11 01:00:00,2020,11,2,1,14.5,56.0,Moderate,17.0,UG/M3,1 Hr,Valid
6173,Ulaanbaatar,PM2.5 - Principal,2020-02-11 02:00:00,2020,11,2,2,17.2,62.0,Moderate,20.0,UG/M3,1 Hr,Valid
6176,Ulaanbaatar,PM2.5 - Principal,2020-02-11 05:00:00,2020,11,2,5,24.1,76.0,Moderate,31.0,UG/M3,1 Hr,Valid
6177,Ulaanbaatar,PM2.5 - Principal,2020-02-11 06:00:00,2020,11,2,6,34.5,98.0,Moderate,45.0,UG/M3,1 Hr,Valid
6178,Ulaanbaatar,PM2.5 - Principal,2020-02-11 07:00:00,2020,11,2,7,32.2,93.0,Moderate,30.0,UG/M3,1 Hr,Valid
6179,Ulaanbaatar,PM2.5 - Principal,2020-02-11 08:00:00,2020,11,2,8,32.6,94.0,Moderate,33.0,UG/M3,1 Hr,Valid
6180,Ulaanbaatar,PM2.5 - Principal,2020-02-11 09:00:00,2020,11,2,9,40.3,113.0,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
6181,Ulaanbaatar,PM2.5 - Principal,2020-02-11 10:00:00,2020,11,2,10,60.6,154.0,Unhealthy,81.0,UG/M3,1 Hr,Valid
6182,Ulaanbaatar,PM2.5 - Principal,2020-02-11 11:00:00,2020,11,2,11,71.3,159.0,Unhealthy,82.0,UG/M3,1 Hr,Valid
6183,Ulaanbaatar,PM2.5 - Principal,2020-02-11 12:00:00,2020,11,2,12,68.1,158.0,Unhealthy,65.0,UG/M3,1 Hr,Valid
6184,Ulaanbaatar,PM2.5 - Principal,2020-02-11 13:00:00,2020,11,2,13,38.5,108.0,Unhealthy for Sensitive Groups,9.0,UG/M3,1 Hr,Valid
6185,Ulaanbaatar,PM2.5 - Principal,2020-02-11 14:00:00,2020,11,2,14,21.7,71.0,Moderate,5.0,UG/M3,1 Hr,Valid
6186,Ulaanbaatar,PM2.5 - Principal,2020-02-11 15:00:00,2020,11,2,15,14.3,56.0,Moderate,7.0,UG/M3,1 Hr,Valid
6187,Ulaanbaatar,PM2.5 - Principal,2020-02-11 16:00:00,2020,11,2,16,13.6,54.0,Moderate,13.0,UG/M3,1 Hr,Valid
6188,Ulaanbaatar,PM2.5 - Principal,2020-02-11 17:00:00,2020,11,2,17,10.3,43.0,Good,7.0,UG/M3,1 Hr,Valid
6189,Ulaanbaatar,PM2.5 - Principal,2020-02-11 18:00:00,2020,11,2,18,8.1,34.0,Good,6.0,UG/M3,1 Hr,Valid
6190,Ulaanbaatar,PM2.5 - Principal,2020-02-11 19:00:00,2020,11,2,19,9.5,40.0,Good,11.0,UG/M3,1 Hr,Valid
6191,Ulaanbaatar,PM2.5 - Principal,2020-02-11 20:00:00,2020,11,2,20,33.2,95.0,Moderate,57.0,UG/M3,1 Hr,Valid
6192,Ulaanbaatar,PM2.5 - Principal,2020-02-11 21:00:00,2020,11,2,21,70.6,159.0,Unhealthy,108.0,UG/M3,1 Hr,Valid
6193,Ulaanbaatar,PM2.5 - Principal,2020-02-11 22:00:00,2020,11,2,22,65.3,156.0,Unhealthy,60.0,UG/M3,1 Hr,Valid
6194,Ulaanbaatar,PM2.5 - Principal,2020-02-11 23:00:00,2020,11,2,23,64.6,156.0,Unhealthy,64.0,UG/M3,1 Hr,Valid
6195,Ulaanbaatar,PM2.5 - Principal,2020-03-11 00:00:00,2020,11,3,0,63.8,155.0,Unhealthy,63.0,UG/M3,1 Hr,Valid
6196,Ulaanbaatar,PM2.5 - Principal,2020-03-11 01:00:00,2020,11,3,1,65.9,156.0,Unhealthy,68.0,UG/M3,1 Hr,Valid
6197,Ulaanbaatar,PM2.5 - Principal,2020-03-11 02:00:00,2020,11,3,2,60.4,154.0,Unhealthy,55.0,UG/M3,1 Hr,Valid
6198,Ulaanbaatar,PM2.5 - Principal,2020-03-11 03:00:00,2020,11,3,3,55.7,151.0,Unhealthy,51.0,UG/M3,1 Hr,Valid
6199,Ulaanbaatar,PM2.5 - Principal,2020-03-11 04:00:00,2020,11,3,4,47.3,130.0,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
6200,Ulaanbaatar,PM2.5 - Principal,2020-03-11 05:00:00,2020,11,3,5,39.6,111.0,Unhealthy for Sensitive Groups,32.0,UG/M3,1 Hr,Valid
6201,Ulaanbaatar,PM2.5 - Principal,2020-03-11 06:00:00,2020,11,3,6,35.8,102.0,Unhealthy for Sensitive Groups,32.0,UG/M3,1 Hr,Valid
6202,Ulaanbaatar,PM2.5 - Principal,2020-03-11 07:00:00,2020,11,3,7,26.9,82.0,Moderate,18.0,UG/M3,1 Hr,Valid
6203,Ulaanbaatar,PM2.5 - Principal,2020-03-11 08:00:00,2020,11,3,8,31.9,93.0,Moderate,37.0,UG/M3,1 Hr,Valid
6204,Ulaanbaatar,PM2.5 - Principal,2020-03-11 09:00:00,2020,11,3,9,48.9,134.0,Unhealthy for Sensitive Groups,66.0,UG/M3,1 Hr,Valid
6205,Ulaanbaatar,PM2.5 - Principal,2020-03-11 10:00:00,2020,11,3,10,83.9,166.0,Unhealthy,119.0,UG/M3,1 Hr,Valid
6206,Ulaanbaatar,PM2.5 - Principal,2020-03-11 11:00:00,2020,11,3,11,76.4,162.0,Unhealthy,69.0,UG/M3,1 Hr,Valid
6207,Ulaanbaatar,PM2.5 - Principal,2020-03-11 12:00:00,2020,11,3,12,47.7,131.0,Unhealthy for Sensitive Groups,19.0,UG/M3,1 Hr,Valid
6208,Ulaanbaatar,PM2.5 - Principal,2020-03-11 13:00:00,2020,11,3,13,30.3,89.0,Moderate,13.0,UG/M3,1 Hr,Valid
6209,Ulaanbaatar,PM2.5 - Principal,2020-03-11 14:00:00,2020,11,3,14,23.6,75.0,Moderate,17.0,UG/M3,1 Hr,Valid
6210,Ulaanbaatar,PM2.5 - Principal,2020-03-11 15:00:00,2020,11,3,15,23.6,75.0,Moderate,-999.0,UG/M3,1 Hr,Missing
6211,Ulaanbaatar,PM2.5 - Principal,2020-03-11 16:00:00,2020,11,3,16,23.6,75.0,Moderate,-999.0,UG/M3,1 Hr,Missing
6212,Ulaanbaatar,PM2.5 - Principal,2020-03-11 17:00:00,2020,11,3,17,23.6,75.0,Moderate,-999.0,UG/M3,1 Hr,Missing
6213,Ulaanbaatar,PM2.5 - Principal,2020-03-11 18:00:00,2020,11,3,18,23.6,75.0,Moderate,-999.0,UG/M3,1 Hr,Missing
6214,Ulaanbaatar,PM2.5 - Principal,2020-04-11 11:00:00,2020,11,4,11,48.32179800839755,133.0,Unhealthy for Sensitive Groups,183.0,UG/M3,1 Hr,Valid
6215,Ulaanbaatar,PM2.5 - Principal,2020-04-11 12:00:00,2020,11,4,12,100.3,174.0,Unhealthy,59.0,UG/M3,1 Hr,Valid
6216,Ulaanbaatar,PM2.5 - Principal,2020-04-11 13:00:00,2020,11,4,13,61.8,154.0,Unhealthy,33.0,UG/M3,1 Hr,Valid
6217,Ulaanbaatar,PM2.5 - Principal,2020-04-11 14:00:00,2020,11,4,14,60.8,154.0,Unhealthy,60.0,UG/M3,1 Hr,Valid
6218,Ulaanbaatar,PM2.5 - Principal,2020-04-11 15:00:00,2020,11,4,15,47.5,131.0,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
6219,Ulaanbaatar,PM2.5 - Principal,2020-04-11 16:00:00,2020,11,4,16,36.0,102.0,Unhealthy for Sensitive Groups,25.0,UG/M3,1 Hr,Valid
6220,Ulaanbaatar,PM2.5 - Principal,2020-04-11 17:00:00,2020,11,4,17,22.9,74.0,Moderate,10.0,UG/M3,1 Hr,Valid
6221,Ulaanbaatar,PM2.5 - Principal,2020-04-11 18:00:00,2020,11,4,18,18.9,65.0,Moderate,15.0,UG/M3,1 Hr,Valid
6222,Ulaanbaatar,PM2.5 - Principal,2020-04-11 19:00:00,2020,11,4,19,18.4,64.0,Moderate,18.0,UG/M3,1 Hr,Valid
6223,Ulaanbaatar,PM2.5 - Principal,2020-04-11 20:00:00,2020,11,4,20,108.3,178.0,Unhealthy,198.0,UG/M3,1 Hr,Valid
6224,Ulaanbaatar,PM2.5 - Principal,2020-04-11 21:00:00,2020,11,4,21,137.6,193.0,Unhealthy,167.0,UG/M3,1 Hr,Valid
6225,Ulaanbaatar,PM2.5 - Principal,2020-04-11 22:00:00,2020,11,4,22,127.8,188.0,Unhealthy,118.0,UG/M3,1 Hr,Valid
6226,Ulaanbaatar,PM2.5 - Principal,2020-04-11 23:00:00,2020,11,4,23,115.4,182.0,Unhealthy,103.0,UG/M3,1 Hr,Valid
6227,Ulaanbaatar,PM2.5 - Principal,2020-05-11 00:00:00,2020,11,5,0,101.7,175.0,Unhealthy,88.0,UG/M3,1 Hr,Valid
6228,Ulaanbaatar,PM2.5 - Principal,2020-05-11 01:00:00,2020,11,5,1,85.3,166.0,Unhealthy,69.0,UG/M3,1 Hr,Valid
6229,Ulaanbaatar,PM2.5 - Principal,2020-05-11 02:00:00,2020,11,5,2,98.6,173.0,Unhealthy,112.0,UG/M3,1 Hr,Valid
6230,Ulaanbaatar,PM2.5 - Principal,2020-05-11 03:00:00,2020,11,5,3,116.3,182.0,Unhealthy,134.0,UG/M3,1 Hr,Valid
6231,Ulaanbaatar,PM2.5 - Principal,2020-05-11 04:00:00,2020,11,5,4,103.6,176.0,Unhealthy,91.0,UG/M3,1 Hr,Valid
6232,Ulaanbaatar,PM2.5 - Principal,2020-05-11 05:00:00,2020,11,5,5,92.3,170.0,Unhealthy,81.0,UG/M3,1 Hr,Valid
