,Site,Parameter,Date_LT,Year,Month,Day,Hour,NowCast_Conc,AQI,AQI_Category,Raw_Conc,Conc_Unit,Duration,QC_Name
3961,Ulaanbaatar,PM2.5 - Principal,2018-06-25 09:00:00,2018,6,25,9,16.7,61.0,Moderate,21.0,UG/M3,1 Hr,Valid
3962,Ulaanbaatar,PM2.5 - Principal,2018-06-25 10:00:00,2018,6,25,10,15.3,58.0,Moderate,14.0,UG/M3,1 Hr,Valid
3963,Ulaanbaatar,PM2.5 - Principal,2018-06-25 11:00:00,2018,6,25,11,13.6,54.0,Moderate,12.0,UG/M3,1 Hr,Valid
3964,Ulaanbaatar,PM2.5 - Principal,2018-06-25 12:00:00,2018,6,25,12,12.8,52.0,Moderate,12.0,UG/M3,1 Hr,Valid
3965,Ulaanbaatar,PM2.5 - Principal,2018-06-25 13:00:00,2018,6,25,13,11.9,50.0,Good,11.0,UG/M3,1 Hr,Valid
3966,Ulaanbaatar,PM2.5 - Principal,2018-06-25 14:00:00,2018,6,25,14,11.4,48.0,Good,11.0,UG/M3,1 Hr,Valid
3967,Ulaanbaatar,PM2.5 - Principal,2018-06-25 15:00:00,2018,6,25,15,13.7,54.0,Moderate,16.0,UG/M3,1 Hr,Valid
3968,Ulaanbaatar,PM2.5 - Principal,2018-06-25 16:00:00,2018,6,25,16,10.3,43.0,Good,7.0,UG/M3,1 Hr,Valid
3969,Ulaanbaatar,PM2.5 - Principal,2018-06-25 17:00:00,2018,6,25,17,9.6,40.0,Good,9.0,UG/M3,1 Hr,Valid
3970,Ulaanbaatar,PM2.5 - Principal,2018-06-25 18:00:00,2018,6,25,18,8.8,37.0,Good,8.0,UG/M3,1 Hr,Valid
3971,Ulaanbaatar,PM2.5 - Principal,2018-06-25 19:00:00,2018,6,25,19,9.9,41.0,Good,11.0,UG/M3,1 Hr,Valid
3972,Ulaanbaatar,PM2.5 - Principal,2018-06-25 20:00:00,2018,6,25,20,7.9,33.0,Good,6.0,UG/M3,1 Hr,Valid
3973,Ulaanbaatar,PM2.5 - Principal,2018-06-25 21:00:00,2018,6,25,21,6.4,27.0,Good,5.0,UG/M3,1 Hr,Valid
3974,Ulaanbaatar,PM2.5 - Principal,2018-06-25 22:00:00,2018,6,25,22,7.2,30.0,Good,8.0,UG/M3,1 Hr,Valid
3975,Ulaanbaatar,PM2.5 - Principal,2018-06-25 23:00:00,2018,6,25,23,9.6,40.0,Good,12.0,UG/M3,1 Hr,Valid
3976,Ulaanbaatar,PM2.5 - Principal,2018-06-26 00:00:00,2018,6,26,0,11.3,47.0,Good,13.0,UG/M3,1 Hr,Valid
3977,Ulaanbaatar,PM2.5 - Principal,2018-06-26 01:00:00,2018,6,26,1,11.6,48.0,Good,12.0,UG/M3,1 Hr,Valid
3978,Ulaanbaatar,PM2.5 - Principal,2018-06-26 02:00:00,2018,6,26,2,12.8,52.0,Moderate,14.0,UG/M3,1 Hr,Valid
3979,Ulaanbaatar,PM2.5 - Principal,2018-06-26 03:00:00,2018,6,26,3,13.4,54.0,Moderate,14.0,UG/M3,1 Hr,Valid
3980,Ulaanbaatar,PM2.5 - Principal,2018-06-26 04:00:00,2018,6,26,4,14.2,55.0,Moderate,15.0,UG/M3,1 Hr,Valid
3981,Ulaanbaatar,PM2.5 - Principal,2018-06-26 05:00:00,2018,6,26,5,14.1,55.0,Moderate,14.0,UG/M3,1 Hr,Valid
3982,Ulaanbaatar,PM2.5 - Principal,2018-06-26 06:00:00,2018,6,26,6,15.5,58.0,Moderate,17.0,UG/M3,1 Hr,Valid
3983,Ulaanbaatar,PM2.5 - Principal,2018-06-26 07:00:00,2018,6,26,7,15.7,59.0,Moderate,16.0,UG/M3,1 Hr,Valid
3984,Ulaanbaatar,PM2.5 - Principal,2018-06-26 08:00:00,2018,6,26,8,19.8,67.0,Moderate,24.0,UG/M3,1 Hr,Valid
3985,Ulaanbaatar,PM2.5 - Principal,2018-06-26 09:00:00,2018,6,26,9,16.4,60.0,Moderate,13.0,UG/M3,1 Hr,Valid
3986,Ulaanbaatar,PM2.5 - Principal,2018-06-26 10:00:00,2018,6,26,10,18.2,64.0,Moderate,20.0,UG/M3,1 Hr,Valid
3987,Ulaanbaatar,PM2.5 - Principal,2018-06-26 11:00:00,2018,6,26,11,19.1,66.0,Moderate,20.0,UG/M3,1 Hr,Valid
3988,Ulaanbaatar,PM2.5 - Principal,2018-06-26 12:00:00,2018,6,26,12,15.5,58.0,Moderate,12.0,UG/M3,1 Hr,Valid
3989,Ulaanbaatar,PM2.5 - Principal,2018-06-26 13:00:00,2018,6,26,13,14.2,55.0,Moderate,13.0,UG/M3,1 Hr,Valid
3990,Ulaanbaatar,PM2.5 - Principal,2018-06-26 14:00:00,2018,6,26,14,12.6,52.0,Moderate,11.0,UG/M3,1 Hr,Valid
3991,Ulaanbaatar,PM2.5 - Principal,2018-06-26 15:00:00,2018,6,26,15,11.8,49.0,Good,11.0,UG/M3,1 Hr,Valid
3992,Ulaanbaatar,PM2.5 - Principal,2018-06-26 16:00:00,2018,6,26,16,10.4,43.0,Good,9.0,UG/M3,1 Hr,Valid
3993,Ulaanbaatar,PM2.5 - Principal,2018-06-26 17:00:00,2018,6,26,17,9.2,38.0,Good,8.0,UG/M3,1 Hr,Valid
3994,Ulaanbaatar,PM2.5 - Principal,2018-06-26 18:00:00,2018,6,26,18,8.1,34.0,Good,7.0,UG/M3,1 Hr,Valid
3995,Ulaanbaatar,PM2.5 - Principal,2018-06-26 19:00:00,2018,6,26,19,8.5,35.0,Good,9.0,UG/M3,1 Hr,Valid
3996,Ulaanbaatar,PM2.5 - Principal,2018-06-26 20:00:00,2018,6,26,20,11.2,47.0,Good,14.0,UG/M3,1 Hr,Valid
3997,Ulaanbaatar,PM2.5 - Principal,2018-06-26 21:00:00,2018,6,26,21,11.1,46.0,Good,11.0,UG/M3,1 Hr,Valid
3998,Ulaanbaatar,PM2.5 - Principal,2018-06-26 22:00:00,2018,6,26,22,10.5,44.0,Good,10.0,UG/M3,1 Hr,Valid
3999,Ulaanbaatar,PM2.5 - Principal,2018-06-26 23:00:00,2018,6,26,23,9.2,38.0,Good,8.0,UG/M3,1 Hr,Valid
4000,Ulaanbaatar,PM2.5 - Principal,2018-06-27 00:00:00,2018,6,27,0,12.6,52.0,Moderate,16.0,UG/M3,1 Hr,Valid
4001,Ulaanbaatar,PM2.5 - Principal,2018-06-27 01:00:00,2018,6,27,1,18.8,65.0,Moderate,25.0,UG/M3,1 Hr,Valid
4002,Ulaanbaatar,PM2.5 - Principal,2018-06-27 02:00:00,2018,6,27,2,29.9,88.0,Moderate,41.0,UG/M3,1 Hr,Valid
4003,Ulaanbaatar,PM2.5 - Principal,2018-06-27 03:00:00,2018,6,27,3,29.9,88.0,Moderate,30.0,UG/M3,1 Hr,Valid
4004,Ulaanbaatar,PM2.5 - Principal,2018-06-27 04:00:00,2018,6,27,4,23.4,75.0,Moderate,17.0,UG/M3,1 Hr,Valid
4005,Ulaanbaatar,PM2.5 - Principal,2018-06-27 05:00:00,2018,6,27,5,15.7,59.0,Moderate,8.0,UG/M3,1 Hr,Valid
4006,Ulaanbaatar,PM2.5 - Principal,2018-06-27 06:00:00,2018,6,27,6,12.3,51.0,Moderate,9.0,UG/M3,1 Hr,Valid
4007,Ulaanbaatar,PM2.5 - Principal,2018-06-27 07:00:00,2018,6,27,7,9.6,40.0,Good,7.0,UG/M3,1 Hr,Valid
4008,Ulaanbaatar,PM2.5 - Principal,2018-06-27 08:00:00,2018,6,27,8,9.8,41.0,Good,10.0,UG/M3,1 Hr,Valid
4009,Ulaanbaatar,PM2.5 - Principal,2018-06-27 09:00:00,2018,6,27,9,10.4,43.0,Good,11.0,UG/M3,1 Hr,Valid
4010,Ulaanbaatar,PM2.5 - Principal,2018-06-27 10:00:00,2018,6,27,10,14.7,56.0,Moderate,19.0,UG/M3,1 Hr,Valid
4011,Ulaanbaatar,PM2.5 - Principal,2018-06-27 11:00:00,2018,6,27,11,10.3,43.0,Good,6.0,UG/M3,1 Hr,Valid
4012,Ulaanbaatar,PM2.5 - Principal,2018-06-27 12:00:00,2018,6,27,12,8.1,34.0,Good,6.0,UG/M3,1 Hr,Valid
4013,Ulaanbaatar,PM2.5 - Principal,2018-06-27 13:00:00,2018,6,27,13,6.5,27.0,Good,5.0,UG/M3,1 Hr,Valid
4014,Ulaanbaatar,PM2.5 - Principal,2018-06-27 14:00:00,2018,6,27,14,6.7,28.0,Good,7.0,UG/M3,1 Hr,Valid
4015,Ulaanbaatar,PM2.5 - Principal,2018-06-27 15:00:00,2018,6,27,15,6.3,26.0,Good,6.0,UG/M3,1 Hr,Valid
4016,Ulaanbaatar,PM2.5 - Principal,2018-06-27 16:00:00,2018,6,27,16,5.6,23.0,Good,5.0,UG/M3,1 Hr,Valid
4017,Ulaanbaatar,PM2.5 - Principal,2018-06-27 17:00:00,2018,6,27,17,5.8,24.0,Good,6.0,UG/M3,1 Hr,Valid
4018,Ulaanbaatar,PM2.5 - Principal,2018-06-27 18:00:00,2018,6,27,18,5.9,25.0,Good,6.0,UG/M3,1 Hr,Valid
4019,Ulaanbaatar,PM2.5 - Principal,2018-06-27 19:00:00,2018,6,27,19,6.4,27.0,Good,7.0,UG/M3,1 Hr,Valid
4020,Ulaanbaatar,PM2.5 - Principal,2018-06-27 20:00:00,2018,6,27,20,7.2,30.0,Good,8.0,UG/M3,1 Hr,Valid
4021,Ulaanbaatar,PM2.5 - Principal,2018-06-27 21:00:00,2018,6,27,21,8.1,34.0,Good,9.0,UG/M3,1 Hr,Valid
4022,Ulaanbaatar,PM2.5 - Principal,2018-06-27 22:00:00,2018,6,27,22,14.0,55.0,Moderate,20.0,UG/M3,1 Hr,Valid
4023,Ulaanbaatar,PM2.5 - Principal,2018-06-27 23:00:00,2018,6,27,23,25.0,78.0,Moderate,36.0,UG/M3,1 Hr,Valid
4024,Ulaanbaatar,PM2.5 - Principal,2018-06-28 00:00:00,2018,6,28,0,31.5,92.0,Moderate,38.0,UG/M3,1 Hr,Valid
4025,Ulaanbaatar,PM2.5 - Principal,2018-06-28 01:00:00,2018,6,28,1,29.2,87.0,Moderate,27.0,UG/M3,1 Hr,Valid
4026,Ulaanbaatar,PM2.5 - Principal,2018-06-28 02:00:00,2018,6,28,2,25.1,78.0,Moderate,21.0,UG/M3,1 Hr,Valid
4027,Ulaanbaatar,PM2.5 - Principal,2018-06-28 03:00:00,2018,6,28,3,22.0,72.0,Moderate,19.0,UG/M3,1 Hr,Valid
4028,Ulaanbaatar,PM2.5 - Principal,2018-06-28 04:00:00,2018,6,28,4,17.0,61.0,Moderate,12.0,UG/M3,1 Hr,Valid
4029,Ulaanbaatar,PM2.5 - Principal,2018-06-28 05:00:00,2018,6,28,5,14.0,55.0,Moderate,11.0,UG/M3,1 Hr,Valid
4030,Ulaanbaatar,PM2.5 - Principal,2018-06-28 06:00:00,2018,6,28,6,12.0,50.0,Good,10.0,UG/M3,1 Hr,Valid
4031,Ulaanbaatar,PM2.5 - Principal,2018-06-28 07:00:00,2018,6,28,7,11.0,46.0,Good,10.0,UG/M3,1 Hr,Valid
4032,Ulaanbaatar,PM2.5 - Principal,2018-06-28 08:00:00,2018,6,28,8,13.5,54.0,Moderate,16.0,UG/M3,1 Hr,Valid
4033,Ulaanbaatar,PM2.5 - Principal,2018-06-28 09:00:00,2018,6,28,9,22.7,73.0,Moderate,32.0,UG/M3,1 Hr,Valid
4034,Ulaanbaatar,PM2.5 - Principal,2018-06-28 10:00:00,2018,6,28,10,19.3,66.0,Moderate,16.0,UG/M3,1 Hr,Valid
4035,Ulaanbaatar,PM2.5 - Principal,2018-06-28 11:00:00,2018,6,28,11,17.6,63.0,Moderate,16.0,UG/M3,1 Hr,Valid
4036,Ulaanbaatar,PM2.5 - Principal,2018-06-28 12:00:00,2018,6,28,12,37.3,105.0,Unhealthy for Sensitive Groups,57.0,UG/M3,1 Hr,Valid
4037,Ulaanbaatar,PM2.5 - Principal,2018-06-28 13:00:00,2018,6,28,13,28.6,86.0,Moderate,20.0,UG/M3,1 Hr,Valid
4038,Ulaanbaatar,PM2.5 - Principal,2018-06-28 14:00:00,2018,6,28,14,22.3,72.0,Moderate,16.0,UG/M3,1 Hr,Valid
4039,Ulaanbaatar,PM2.5 - Principal,2018-06-28 15:00:00,2018,6,28,15,14.6,56.0,Moderate,7.0,UG/M3,1 Hr,Valid
4040,Ulaanbaatar,PM2.5 - Principal,2018-06-28 16:00:00,2018,6,28,16,9.8,41.0,Good,5.0,UG/M3,1 Hr,Valid
4041,Ulaanbaatar,PM2.5 - Principal,2018-06-28 17:00:00,2018,6,28,17,6.9,29.0,Good,4.0,UG/M3,1 Hr,Valid
4042,Ulaanbaatar,PM2.5 - Principal,2018-06-28 18:00:00,2018,6,28,18,7.4,31.0,Good,8.0,UG/M3,1 Hr,Valid
4043,Ulaanbaatar,PM2.5 - Principal,2018-06-28 19:00:00,2018,6,28,19,7.7,32.0,Good,8.0,UG/M3,1 Hr,Valid
4044,Ulaanbaatar,PM2.5 - Principal,2018-06-28 20:00:00,2018,6,28,20,9.8,41.0,Good,12.0,UG/M3,1 Hr,Valid
4045,Ulaanbaatar,PM2.5 - Principal,2018-06-28 21:00:00,2018,6,28,21,14.4,56.0,Moderate,19.0,UG/M3,1 Hr,Valid
4046,Ulaanbaatar,PM2.5 - Principal,2018-06-28 22:00:00,2018,6,28,22,21.7,71.0,Moderate,29.0,UG/M3,1 Hr,Valid
4047,Ulaanbaatar,PM2.5 - Principal,2018-06-28 23:00:00,2018,6,28,23,29.8,88.0,Moderate,38.0,UG/M3,1 Hr,Valid
4048,Ulaanbaatar,PM2.5 - Principal,2018-06-29 00:00:00,2018,6,29,0,33.4,96.0,Moderate,37.0,UG/M3,1 Hr,Valid
4049,Ulaanbaatar,PM2.5 - Principal,2018-06-29 01:00:00,2018,6,29,1,40.7,114.0,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
4050,Ulaanbaatar,PM2.5 - Principal,2018-06-29 02:00:00,2018,6,29,2,30.3,89.0,Moderate,20.0,UG/M3,1 Hr,Valid
4051,Ulaanbaatar,PM2.5 - Principal,2018-06-29 03:00:00,2018,6,29,3,30.3,89.0,Moderate,0.0,UG/M3,1 Hr,Invalid
4052,Ulaanbaatar,PM2.5 - Principal,2018-06-29 04:00:00,2018,6,29,4,48.32179800839755,133.0,Unhealthy for Sensitive Groups,0.0,UG/M3,1 Hr,Invalid
4053,Ulaanbaatar,PM2.5 - Principal,2018-06-29 05:00:00,2018,6,29,5,48.32179800839755,133.0,Unhealthy for Sensitive Groups,17.0,UG/M3,1 Hr,Valid
4054,Ulaanbaatar,PM2.5 - Principal,2018-06-29 06:00:00,2018,6,29,6,16.1,59.0,Moderate,14.0,UG/M3,1 Hr,Valid
4055,Ulaanbaatar,PM2.5 - Principal,2018-06-29 07:00:00,2018,6,29,7,14.9,57.0,Moderate,14.0,UG/M3,1 Hr,Valid
4056,Ulaanbaatar,PM2.5 - Principal,2018-06-29 08:00:00,2018,6,29,8,16.0,59.0,Moderate,17.0,UG/M3,1 Hr,Valid
4057,Ulaanbaatar,PM2.5 - Principal,2018-06-29 09:00:00,2018,6,29,9,20.6,69.0,Moderate,25.0,UG/M3,1 Hr,Valid
4058,Ulaanbaatar,PM2.5 - Principal,2018-06-29 10:00:00,2018,6,29,10,23.8,76.0,Moderate,27.0,UG/M3,1 Hr,Valid
4059,Ulaanbaatar,PM2.5 - Principal,2018-06-29 11:00:00,2018,6,29,11,20.9,70.0,Moderate,18.0,UG/M3,1 Hr,Valid
4060,Ulaanbaatar,PM2.5 - Principal,2018-06-29 12:00:00,2018,6,29,12,18.9,65.0,Moderate,17.0,UG/M3,1 Hr,Valid
4061,Ulaanbaatar,PM2.5 - Principal,2018-06-29 13:00:00,2018,6,29,13,20.4,68.0,Moderate,22.0,UG/M3,1 Hr,Valid
4062,Ulaanbaatar,PM2.5 - Principal,2018-06-29 14:00:00,2018,6,29,14,18.7,65.0,Moderate,17.0,UG/M3,1 Hr,Valid
4063,Ulaanbaatar,PM2.5 - Principal,2018-06-29 15:00:00,2018,6,29,15,20.8,69.0,Moderate,23.0,UG/M3,1 Hr,Valid
4064,Ulaanbaatar,PM2.5 - Principal,2018-06-29 16:00:00,2018,6,29,16,18.9,65.0,Moderate,17.0,UG/M3,1 Hr,Valid
4065,Ulaanbaatar,PM2.5 - Principal,2018-06-29 17:00:00,2018,6,29,17,18.5,64.0,Moderate,18.0,UG/M3,1 Hr,Valid
4066,Ulaanbaatar,PM2.5 - Principal,2018-06-29 18:00:00,2018,6,29,18,18.5,64.0,Moderate,-999.0,UG/M3,1 Hr,Missing
4067,Ulaanbaatar,PM2.5 - Principal,2018-06-29 19:00:00,2018,6,29,19,16.4,60.0,Moderate,15.0,UG/M3,1 Hr,Valid
4068,Ulaanbaatar,PM2.5 - Principal,2018-06-29 20:00:00,2018,6,29,20,17.7,63.0,Moderate,19.0,UG/M3,1 Hr,Valid
4069,Ulaanbaatar,PM2.5 - Principal,2018-06-29 21:00:00,2018,6,29,21,20.7,69.0,Moderate,24.0,UG/M3,1 Hr,Valid
4070,Ulaanbaatar,PM2.5 - Principal,2018-06-29 22:00:00,2018,6,29,22,28.7,86.0,Moderate,36.0,UG/M3,1 Hr,Valid
4071,Ulaanbaatar,PM2.5 - Principal,2018-06-29 23:00:00,2018,6,29,23,33.9,97.0,Moderate,39.0,UG/M3,1 Hr,Valid
4072,Ulaanbaatar,PM2.5 - Principal,2018-06-30 00:00:00,2018,6,30,0,42.5,118.0,Unhealthy for Sensitive Groups,51.0,UG/M3,1 Hr,Valid
4073,Ulaanbaatar,PM2.5 - Principal,2018-06-30 01:00:00,2018,6,30,1,38.2,108.0,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
4074,Ulaanbaatar,PM2.5 - Principal,2018-06-30 02:00:00,2018,6,30,2,36.1,102.0,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
4075,Ulaanbaatar,PM2.5 - Principal,2018-06-30 03:00:00,2018,6,30,3,32.0,93.0,Moderate,28.0,UG/M3,1 Hr,Valid
4076,Ulaanbaatar,PM2.5 - Principal,2018-06-30 04:00:00,2018,6,30,4,30.0,89.0,Moderate,28.0,UG/M3,1 Hr,Valid
4077,Ulaanbaatar,PM2.5 - Principal,2018-06-30 05:00:00,2018,6,30,5,26.5,81.0,Moderate,23.0,UG/M3,1 Hr,Valid
4078,Ulaanbaatar,PM2.5 - Principal,2018-06-30 06:00:00,2018,6,30,6,24.2,76.0,Moderate,22.0,UG/M3,1 Hr,Valid
4079,Ulaanbaatar,PM2.5 - Principal,2018-06-30 07:00:00,2018,6,30,7,22.1,72.0,Moderate,20.0,UG/M3,1 Hr,Valid
4080,Ulaanbaatar,PM2.5 - Principal,2018-06-30 08:00:00,2018,6,30,8,21.5,71.0,Moderate,21.0,UG/M3,1 Hr,Valid
4081,Ulaanbaatar,PM2.5 - Principal,2018-06-30 09:00:00,2018,6,30,9,24.2,76.0,Moderate,27.0,UG/M3,1 Hr,Valid
4082,Ulaanbaatar,PM2.5 - Principal,2018-06-30 10:00:00,2018,6,30,10,24.1,76.0,Moderate,24.0,UG/M3,1 Hr,Valid
4083,Ulaanbaatar,PM2.5 - Principal,2018-06-30 11:00:00,2018,6,30,11,25.5,79.0,Moderate,27.0,UG/M3,1 Hr,Valid
4084,Ulaanbaatar,PM2.5 - Principal,2018-06-30 12:00:00,2018,6,30,12,23.9,76.0,Moderate,22.0,UG/M3,1 Hr,Valid
4085,Ulaanbaatar,PM2.5 - Principal,2018-06-30 13:00:00,2018,6,30,13,25.5,79.0,Moderate,28.0,UG/M3,1 Hr,Valid
4086,Ulaanbaatar,PM2.5 - Principal,2018-06-30 14:00:00,2018,6,30,14,35.4,100.0,Moderate,45.0,UG/M3,1 Hr,Valid
4087,Ulaanbaatar,PM2.5 - Principal,2018-06-30 15:00:00,2018,6,30,15,31.7,92.0,Moderate,28.0,UG/M3,1 Hr,Valid
4088,Ulaanbaatar,PM2.5 - Principal,2018-06-30 16:00:00,2018,6,30,16,25.8,80.0,Moderate,20.0,UG/M3,1 Hr,Valid
4089,Ulaanbaatar,PM2.5 - Principal,2018-06-30 17:00:00,2018,6,30,17,18.9,65.0,Moderate,12.0,UG/M3,1 Hr,Valid
4090,Ulaanbaatar,PM2.5 - Principal,2018-06-30 18:00:00,2018,6,30,18,26.4,81.0,Moderate,34.0,UG/M3,1 Hr,Valid
4091,Ulaanbaatar,PM2.5 - Principal,2018-06-30 19:00:00,2018,6,30,19,22.7,73.0,Moderate,19.0,UG/M3,1 Hr,Valid
4092,Ulaanbaatar,PM2.5 - Principal,2018-06-30 20:00:00,2018,6,30,20,22.8,74.0,Moderate,23.0,UG/M3,1 Hr,Valid
4093,Ulaanbaatar,PM2.5 - Principal,2018-06-30 21:00:00,2018,6,30,21,19.9,67.0,Moderate,17.0,UG/M3,1 Hr,Valid
4094,Ulaanbaatar,PM2.5 - Principal,2018-06-30 22:00:00,2018,6,30,22,22.4,73.0,Moderate,25.0,UG/M3,1 Hr,Valid
4095,Ulaanbaatar,PM2.5 - Principal,2018-06-30 23:00:00,2018,6,30,23,55.7,151.0,Unhealthy,89.0,UG/M3,1 Hr,Valid
4096,Ulaanbaatar,PM2.5 - Principal,2018-01-07 00:00:00,2018,7,1,0,54.3,147.0,Unhealthy for Sensitive Groups,53.0,UG/M3,1 Hr,Valid
4097,Ulaanbaatar,PM2.5 - Principal,2018-01-07 01:00:00,2018,7,1,1,51.6,141.0,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
4098,Ulaanbaatar,PM2.5 - Principal,2018-01-07 02:00:00,2018,7,1,2,54.8,149.0,Unhealthy for Sensitive Groups,58.0,UG/M3,1 Hr,Valid
4099,Ulaanbaatar,PM2.5 - Principal,2018-01-07 03:00:00,2018,7,1,3,48.9,134.0,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
4100,Ulaanbaatar,PM2.5 - Principal,2018-01-07 04:00:00,2018,7,1,4,46.9,129.0,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
4101,Ulaanbaatar,PM2.5 - Principal,2018-01-07 05:00:00,2018,7,1,5,47.9,132.0,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
4102,Ulaanbaatar,PM2.5 - Principal,2018-01-07 06:00:00,2018,7,1,6,31.9,93.0,Moderate,16.0,UG/M3,1 Hr,Valid
4103,Ulaanbaatar,PM2.5 - Principal,2018-01-07 07:00:00,2018,7,1,7,25.4,79.0,Moderate,19.0,UG/M3,1 Hr,Valid
4104,Ulaanbaatar,PM2.5 - Principal,2018-01-07 08:00:00,2018,7,1,8,21.7,71.0,Moderate,18.0,UG/M3,1 Hr,Valid
4105,Ulaanbaatar,PM2.5 - Principal,2018-01-07 09:00:00,2018,7,1,9,24.3,77.0,Moderate,27.0,UG/M3,1 Hr,Valid
4106,Ulaanbaatar,PM2.5 - Principal,2018-01-07 10:00:00,2018,7,1,10,27.1,83.0,Moderate,30.0,UG/M3,1 Hr,Valid
4107,Ulaanbaatar,PM2.5 - Principal,2018-01-07 11:00:00,2018,7,1,11,24.0,76.0,Moderate,21.0,UG/M3,1 Hr,Valid
4108,Ulaanbaatar,PM2.5 - Principal,2018-01-07 12:00:00,2018,7,1,12,44.0,122.0,Unhealthy for Sensitive Groups,64.0,UG/M3,1 Hr,Valid
4109,Ulaanbaatar,PM2.5 - Principal,2018-01-07 13:00:00,2018,7,1,13,39.0,110.0,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
4110,Ulaanbaatar,PM2.5 - Principal,2018-01-07 14:00:00,2018,7,1,14,24.5,77.0,Moderate,10.0,UG/M3,1 Hr,Valid
4111,Ulaanbaatar,PM2.5 - Principal,2018-01-07 15:00:00,2018,7,1,15,21.7,71.0,Moderate,19.0,UG/M3,1 Hr,Valid
4112,Ulaanbaatar,PM2.5 - Principal,2018-01-07 16:00:00,2018,7,1,16,18.3,64.0,Moderate,15.0,UG/M3,1 Hr,Valid
4113,Ulaanbaatar,PM2.5 - Principal,2018-01-07 17:00:00,2018,7,1,17,15.6,58.0,Moderate,13.0,UG/M3,1 Hr,Valid
4114,Ulaanbaatar,PM2.5 - Principal,2018-01-07 18:00:00,2018,7,1,18,13.3,54.0,Moderate,11.0,UG/M3,1 Hr,Valid
4115,Ulaanbaatar,PM2.5 - Principal,2018-01-07 19:00:00,2018,7,1,19,12.6,52.0,Moderate,12.0,UG/M3,1 Hr,Valid
4116,Ulaanbaatar,PM2.5 - Principal,2018-01-07 20:00:00,2018,7,1,20,11.8,49.0,Good,11.0,UG/M3,1 Hr,Valid
4117,Ulaanbaatar,PM2.5 - Principal,2018-01-07 21:00:00,2018,7,1,21,11.4,48.0,Good,11.0,UG/M3,1 Hr,Valid
4118,Ulaanbaatar,PM2.5 - Principal,2018-01-07 22:00:00,2018,7,1,22,14.2,55.0,Moderate,17.0,UG/M3,1 Hr,Valid
4119,Ulaanbaatar,PM2.5 - Principal,2018-01-07 23:00:00,2018,7,1,23,14.1,55.0,Moderate,14.0,UG/M3,1 Hr,Valid
4120,Ulaanbaatar,PM2.5 - Principal,2018-02-07 00:00:00,2018,7,2,0,13.5,54.0,Moderate,13.0,UG/M3,1 Hr,Valid
4121,Ulaanbaatar,PM2.5 - Principal,2018-02-07 01:00:00,2018,7,2,1,14.2,55.0,Moderate,15.0,UG/M3,1 Hr,Valid
4122,Ulaanbaatar,PM2.5 - Principal,2018-02-07 02:00:00,2018,7,2,2,10.1,42.0,Good,6.0,UG/M3,1 Hr,Valid
4123,Ulaanbaatar,PM2.5 - Principal,2018-02-07 03:00:00,2018,7,2,3,10.5,44.0,Good,11.0,UG/M3,1 Hr,Valid
4124,Ulaanbaatar,PM2.5 - Principal,2018-02-07 04:00:00,2018,7,2,4,9.7,40.0,Good,9.0,UG/M3,1 Hr,Valid
4125,Ulaanbaatar,PM2.5 - Principal,2018-02-07 05:00:00,2018,7,2,5,7.8,33.0,Good,6.0,UG/M3,1 Hr,Valid
4126,Ulaanbaatar,PM2.5 - Principal,2018-02-07 06:00:00,2018,7,2,6,6.4,27.0,Good,5.0,UG/M3,1 Hr,Valid
4127,Ulaanbaatar,PM2.5 - Principal,2018-02-07 07:00:00,2018,7,2,7,5.7,24.0,Good,5.0,UG/M3,1 Hr,Valid
4128,Ulaanbaatar,PM2.5 - Principal,2018-02-07 08:00:00,2018,7,2,8,4.8,20.0,Good,4.0,UG/M3,1 Hr,Valid
4129,Ulaanbaatar,PM2.5 - Principal,2018-02-07 09:00:00,2018,7,2,9,4.4,18.0,Good,4.0,UG/M3,1 Hr,Valid
4130,Ulaanbaatar,PM2.5 - Principal,2018-02-07 10:00:00,2018,7,2,10,7.7,32.0,Good,11.0,UG/M3,1 Hr,Valid
4131,Ulaanbaatar,PM2.5 - Principal,2018-02-07 11:00:00,2018,7,2,11,7.8,33.0,Good,8.0,UG/M3,1 Hr,Valid
4132,Ulaanbaatar,PM2.5 - Principal,2018-02-07 12:00:00,2018,7,2,12,8.9,37.0,Good,10.0,UG/M3,1 Hr,Valid
4133,Ulaanbaatar,PM2.5 - Principal,2018-02-07 13:00:00,2018,7,2,13,17.4,62.0,Moderate,26.0,UG/M3,1 Hr,Valid
4134,Ulaanbaatar,PM2.5 - Principal,2018-02-07 14:00:00,2018,7,2,14,27.7,84.0,Moderate,38.0,UG/M3,1 Hr,Valid
4135,Ulaanbaatar,PM2.5 - Principal,2018-02-07 15:00:00,2018,7,2,15,27.7,84.0,Moderate,0.0,UG/M3,1 Hr,Invalid
