Site,Parameter,Date LT,Year,Month,Day,Hour,NowCast Conc,AQI,AQI Category,Raw Conc,Conc Unit,Duration,QC Name
Ulaanbaatar,PM2.5 - Principal,02-01-2019 10:00,2019,1,2,10,314.1,364,Hazardous,384,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02-01-2019 11:00,2019,1,2,11,498.1,498,Hazardous,682,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02-01-2019 12:00,2019,1,2,12,654.6,602,Hazardous,811,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02-01-2019 13:00,2019,1,2,13,363.7,410,Hazardous,73,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02-01-2019 14:00,2019,1,2,14,211.3,261,Very Unhealthy,59,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02-01-2019 15:00,2019,1,2,15,121.1,185,Unhealthy,31,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02-01-2019 16:00,2019,1,2,16,78.9,163,Unhealthy,37,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02-01-2019 17:00,2019,1,2,17,54.9,149,Unhealthy for Sensitive Groups,31,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02-01-2019 18:00,2019,1,2,18,40.9,114,Unhealthy for Sensitive Groups,27,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02-01-2019 19:00,2019,1,2,19,41.9,117,Unhealthy for Sensitive Groups,43,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02-01-2019 20:00,2019,1,2,20,194,244,Very Unhealthy,346,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02-01-2019 21:00,2019,1,2,21,266,316,Hazardous,338,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02-01-2019 22:00,2019,1,2,22,293.4,344,Hazardous,321,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,02-01-2019 23:00,2019,1,2,23,300.7,351,Hazardous,308,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,03-01-2019 00:00,2019,1,3,0,285.7,336,Hazardous,271,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,03-01-2019 01:00,2019,1,3,1,283.9,334,Hazardous,282,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,03-01-2019 02:00,2019,1,3,2,285.9,336,Hazardous,288,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,03-01-2019 03:00,2019,1,3,3,330.5,380,Hazardous,375,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,03-01-2019 04:00,2019,1,3,4,275.7,326,Hazardous,221,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,03-01-2019 05:00,2019,1,3,5,241.4,291,Very Unhealthy,207,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,03-01-2019 06:00,2019,1,3,6,202.7,253,Very Unhealthy,164,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,03-01-2019 07:00,2019,1,3,7,172.8,223,Very Unhealthy,143,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,03-01-2019 08:00,2019,1,3,8,146.4,198,Unhealthy,120,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,03-01-2019 09:00,2019,1,3,9,147.6,199,Unhealthy,149,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,03-01-2019 10:00,2019,1,3,10,198.8,249,Very Unhealthy,250,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,03-01-2019 11:00,2019,1,3,11,238.9,289,Very Unhealthy,279,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,03-01-2019 12:00,2019,1,3,12,303.4,353,Hazardous,368,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,03-01-2019 13:00,2019,1,3,13,185.7,236,Very Unhealthy,68,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,03-01-2019 14:00,2019,1,3,14,122.3,185,Unhealthy,59,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,03-01-2019 15:00,2019,1,3,15,78.6,163,Unhealthy,35,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,03-01-2019 16:00,2019,1,3,16,49.7,136,Unhealthy for Sensitive Groups,21,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,03-01-2019 17:00,2019,1,3,17,33.3,96,Moderate,17,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,03-01-2019 18:00,2019,1,3,18,31.6,92,Moderate,30,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,03-01-2019 19:00,2019,1,3,19,37.8,107,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,03-01-2019 20:00,2019,1,3,20,71.9,159,Unhealthy,106,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,03-01-2019 21:00,2019,1,3,21,128.9,189,Unhealthy,186,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,03-01-2019 22:00,2019,1,3,22,157.4,208,Very Unhealthy,186,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,03-01-2019 23:00,2019,1,3,23,175.7,226,Very Unhealthy,194,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,04-01-2019 00:00,2019,1,4,0,182.3,233,Very Unhealthy,189,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,04-01-2019 01:00,2019,1,4,1,225.6,275,Very Unhealthy,269,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,04-01-2019 02:00,2019,1,4,2,224.3,274,Very Unhealthy,223,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,04-01-2019 03:00,2019,1,4,3,217.2,267,Very Unhealthy,210,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,04-01-2019 04:00,2019,1,4,4,170.6,221,Very Unhealthy,124,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,04-01-2019 05:00,2019,1,4,5,122.3,185,Unhealthy,74,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,04-01-2019 06:00,2019,1,4,6,103.1,176,Unhealthy,84,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,04-01-2019 07:00,2019,1,4,7,88,168,Unhealthy,73,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,04-01-2019 08:00,2019,1,4,8,90.5,169,Unhealthy,93,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,04-01-2019 09:00,2019,1,4,9,137.2,193,Unhealthy,184,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,04-01-2019 10:00,2019,1,4,10,188.6,239,Very Unhealthy,240,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,04-01-2019 11:00,2019,1,4,11,249.3,299,Very Unhealthy,310,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,04-01-2019 12:00,2019,1,4,12,431.7,455,Hazardous,614,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,04-01-2019 13:00,2019,1,4,13,545.9,530,Hazardous,660,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,04-01-2019 14:00,2019,1,4,14,356.9,405,Hazardous,168,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,04-01-2019 15:00,2019,1,4,15,209.9,260,Very Unhealthy,63,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,04-01-2019 16:00,2019,1,4,16,129.4,189,Unhealthy,49,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,04-01-2019 17:00,2019,1,4,17,96.7,172,Unhealthy,64,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,04-01-2019 18:00,2019,1,4,18,77.3,162,Unhealthy,58,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,04-01-2019 19:00,2019,1,4,19,64.6,156,Unhealthy,52,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,04-01-2019 20:00,2019,1,4,20,157.8,208,Very Unhealthy,251,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,04-01-2019 21:00,2019,1,4,21,410.4,441,Hazardous,663,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,04-01-2019 22:00,2019,1,4,22,357.2,405,Hazardous,304,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,04-01-2019 23:00,2019,1,4,23,313.6,364,Hazardous,270,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,05-01-2019 00:00,2019,1,5,0,335.7,385,Hazardous,358,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,05-01-2019 01:00,2019,1,5,1,406.8,438,Hazardous,478,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,05-01-2019 02:00,2019,1,5,2,382.4,422,Hazardous,358,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,05-01-2019 03:00,2019,1,5,3,378.7,420,Hazardous,375,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,05-01-2019 04:00,2019,1,5,4,340.4,390,Hazardous,302,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,05-01-2019 05:00,2019,1,5,5,325.7,376,Hazardous,311,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,05-01-2019 06:00,2019,1,5,6,246.3,296,Very Unhealthy,167,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,05-01-2019 07:00,2019,1,5,7,236.2,286,Very Unhealthy,226,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,05-01-2019 08:00,2019,1,5,8,232.1,282,Very Unhealthy,228,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,05-01-2019 09:00,2019,1,5,9,231.9,282,Very Unhealthy,232,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,05-01-2019 10:00,2019,1,5,10,326.5,376,Hazardous,421,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,05-01-2019 11:00,2019,1,5,11,539.3,526,Hazardous,752,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,05-01-2019 12:00,2019,1,5,12,690.7,626,Hazardous,842,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,05-01-2019 13:00,2019,1,5,13,536.3,524,Hazardous,382,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,05-01-2019 14:00,2019,1,5,14,295.1,345,Hazardous,54,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,05-01-2019 15:00,2019,1,5,15,170,220,Very Unhealthy,45,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,05-01-2019 16:00,2019,1,5,16,111.4,180,Unhealthy,53,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,05-01-2019 17:00,2019,1,5,17,74.7,161,Unhealthy,38,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,05-01-2019 18:00,2019,1,5,18,55.8,151,Unhealthy,37,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,05-01-2019 19:00,2019,1,5,19,54.8,149,Unhealthy for Sensitive Groups,54,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,05-01-2019 20:00,2019,1,5,20,257.9,308,Hazardous,461,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,05-01-2019 21:00,2019,1,5,21,398.5,433,Hazardous,539,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,05-01-2019 22:00,2019,1,5,22,505.2,503,Hazardous,612,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,05-01-2019 23:00,2019,1,5,23,513.6,509,Hazardous,522,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,06-01-2019 00:00,2019,1,6,0,573.7,548,Hazardous,634,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,06-01-2019 01:00,2019,1,6,1,557.9,538,Hazardous,542,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,06-01-2019 02:00,2019,1,6,2,617.5,577,Hazardous,677,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,06-01-2019 03:00,2019,1,6,3,484.3,489,Hazardous,351,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,06-01-2019 04:00,2019,1,6,4,408.1,439,Hazardous,332,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,06-01-2019 05:00,2019,1,6,5,317.1,367,Hazardous,226,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,06-01-2019 06:00,2019,1,6,6,257,307,Hazardous,197,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,06-01-2019 07:00,2019,1,6,7,277,327,Hazardous,297,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,06-01-2019 08:00,2019,1,6,8,280.5,331,Hazardous,284,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,06-01-2019 09:00,2019,1,6,9,276.2,326,Hazardous,272,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,06-01-2019 10:00,2019,1,6,10,294.5,345,Hazardous,313,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,06-01-2019 11:00,2019,1,6,11,435.2,457,Hazardous,576,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,06-01-2019 12:00,2019,1,6,12,433.6,456,Hazardous,432,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,06-01-2019 13:00,2019,1,6,13,351.2,401,Hazardous,269,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,06-01-2019 14:00,2019,1,6,14,224.5,274,Very Unhealthy,98,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,06-01-2019 15:00,2019,1,6,15,158.7,209,Very Unhealthy,93,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,06-01-2019 16:00,2019,1,6,16,103.8,176,Unhealthy,49,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,06-01-2019 17:00,2019,1,6,17,62.8,155,Unhealthy,22,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,06-01-2019 18:00,2019,1,6,18,51.4,140,Unhealthy for Sensitive Groups,40,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,06-01-2019 19:00,2019,1,6,19,51.6,141,Unhealthy for Sensitive Groups,52,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,06-01-2019 20:00,2019,1,6,20,87.3,167,Unhealthy,123,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,06-01-2019 21:00,2019,1,6,21,186.1,236,Very Unhealthy,285,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,06-01-2019 22:00,2019,1,6,22,196.5,247,Very Unhealthy,207,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,06-01-2019 23:00,2019,1,6,23,177.2,227,Very Unhealthy,158,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2019 00:00,2019,1,7,0,168.5,219,Very Unhealthy,160,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2019 01:00,2019,1,7,1,175.2,225,Very Unhealthy,182,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2019 02:00,2019,1,7,2,210.6,261,Very Unhealthy,246,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2019 03:00,2019,1,7,3,224.8,275,Very Unhealthy,239,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2019 04:00,2019,1,7,4,199.9,250,Very Unhealthy,175,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2019 05:00,2019,1,7,5,174.9,225,Very Unhealthy,150,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2019 06:00,2019,1,7,6,153,203,Very Unhealthy,131,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2019 07:00,2019,1,7,7,127.5,188,Unhealthy,102,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2019 08:00,2019,1,7,8,108.7,178,Unhealthy,90,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2019 09:00,2019,1,7,9,148.8,199,Unhealthy,189,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2019 10:00,2019,1,7,10,257.4,308,Hazardous,366,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2019 11:00,2019,1,7,11,397.2,432,Hazardous,537,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2019 12:00,2019,1,7,12,397.3,432,Hazardous,0,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,07-01-2019 13:00,2019,1,7,13,323.1,373,Hazardous,286,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2019 14:00,2019,1,7,14,278.4,329,Hazardous,245,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2019 15:00,2019,1,7,15,162.4,213,Very Unhealthy,61,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2019 16:00,2019,1,7,16,98.7,173,Unhealthy,39,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2019 17:00,2019,1,7,17,63.2,155,Unhealthy,29,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2019 18:00,2019,1,7,18,45.4,125,Unhealthy for Sensitive Groups,28,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2019 19:00,2019,1,7,19,39.7,111,Unhealthy for Sensitive Groups,34,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2019 20:00,2019,1,7,20,99.4,174,Unhealthy,159,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2019 21:00,2019,1,7,21,217.8,268,Very Unhealthy,336,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2019 22:00,2019,1,7,22,221.9,272,Very Unhealthy,226,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,07-01-2019 23:00,2019,1,7,23,207.4,257,Very Unhealthy,193,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2019 00:00,2019,1,8,0,228.2,278,Very Unhealthy,249,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2019 01:00,2019,1,8,1,263.1,313,Hazardous,298,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2019 02:00,2019,1,8,2,318.5,368,Hazardous,374,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2019 03:00,2019,1,8,3,340.8,390,Hazardous,363,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2019 04:00,2019,1,8,4,355.9,405,Hazardous,371,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2019 05:00,2019,1,8,5,376,418,Hazardous,396,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2019 06:00,2019,1,8,6,348,398,Hazardous,320,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2019 07:00,2019,1,8,7,272.5,323,Hazardous,197,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2019 08:00,2019,1,8,8,249.7,299,Very Unhealthy,227,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2019 09:00,2019,1,8,9,275.3,326,Hazardous,301,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2019 10:00,2019,1,8,10,392.2,429,Hazardous,509,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2019 11:00,2019,1,8,11,573.6,548,Hazardous,755,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2019 12:00,2019,1,8,12,614.8,576,Hazardous,656,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2019 13:00,2019,1,8,13,343.4,393,Hazardous,72,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2019 14:00,2019,1,8,14,199.6,250,Very Unhealthy,56,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2019 15:00,2019,1,8,15,123.2,186,Unhealthy,47,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2019 16:00,2019,1,8,16,89.6,169,Unhealthy,56,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2019 17:00,2019,1,8,17,80.2,164,Unhealthy,71,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2019 18:00,2019,1,8,18,68.6,158,Unhealthy,57,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2019 19:00,2019,1,8,19,70.7,159,Unhealthy,73,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2019 20:00,2019,1,8,20,320.4,370,Hazardous,570,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2019 21:00,2019,1,8,21,320.4,370,Hazardous,0,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,08-01-2019 22:00,2019,1,8,22,-999,-999,N/A,0,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,08-01-2019 23:00,2019,1,8,23,-999,-999,N/A,0,UG/M3,1 Hr,Invalid
