Site,Parameter,Date LT,Year,Month,Day,Hour,NowCast Conc,AQI,AQI Category,Raw Conc,Conc Unit,Duration,QC Name
Ulaanbaatar,PM2.5 - Principal,08-01-2021 09:00,2021,1,8,9,-999,-999,N/A,-6,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,08-01-2021 10:00,2021,1,8,10,-999,-999,N/A,0,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,08-01-2021 11:00,2021,1,8,11,-999,-999,N/A,14,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2021 12:00,2021,1,8,12,13.8,55,Moderate,14,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2021 13:00,2021,1,8,13,14.4,56,Moderate,15,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2021 14:00,2021,1,8,14,14.4,56,Moderate,-1,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,08-01-2021 15:00,2021,1,8,15,-999,-999,N/A,-1,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,08-01-2021 16:00,2021,1,8,16,-999,-999,N/A,-4,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,08-01-2021 17:00,2021,1,8,17,-999,-999,N/A,-6,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,08-01-2021 18:00,2021,1,8,18,-999,-999,N/A,-4,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,08-01-2021 19:00,2021,1,8,19,-999,-999,N/A,4,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2021 20:00,2021,1,8,20,8,33,Good,10,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2021 21:00,2021,1,8,21,15.4,58,Moderate,21,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2021 22:00,2021,1,8,22,21,70,Moderate,26,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,08-01-2021 23:00,2021,1,8,23,18.4,64,Moderate,16,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,09-01-2021 00:00,2021,1,9,0,21.7,71,Moderate,25,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,09-01-2021 01:00,2021,1,9,1,134.2,192,Unhealthy,245,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,09-01-2021 02:00,2021,1,9,2,180.8,231,Very Unhealthy,227,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,09-01-2021 03:00,2021,1,9,3,207.9,258,Very Unhealthy,235,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,09-01-2021 04:00,2021,1,9,4,359.6,407,Hazardous,511,UG/M3,1 Hr,Suspect
Ulaanbaatar,PM2.5 - Principal,09-01-2021 05:00,2021,1,9,5,395.8,431,Hazardous,432,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,09-01-2021 06:00,2021,1,9,6,250.3,300,Very Unhealthy,105,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,09-01-2021 07:00,2021,1,9,7,139.6,194,Unhealthy,29,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,09-01-2021 08:00,2021,1,9,8,87.3,167,Unhealthy,35,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,09-01-2021 09:00,2021,1,9,9,68.1,158,Unhealthy,49,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,09-01-2021 10:00,2021,1,9,10,68.5,158,Unhealthy,69,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,09-01-2021 11:00,2021,1,9,11,58.3,152,Unhealthy,48,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,09-01-2021 12:00,2021,1,9,12,35.1,99,Moderate,12,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,09-01-2021 13:00,2021,1,9,13,28.5,85,Moderate,22,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,09-01-2021 14:00,2021,1,9,14,27.2,83,Moderate,26,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,09-01-2021 15:00,2021,1,9,15,20.5,69,Moderate,14,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,09-01-2021 16:00,2021,1,9,16,16.2,60,Moderate,12,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,09-01-2021 17:00,2021,1,9,17,10.5,44,Good,5,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,09-01-2021 18:00,2021,1,9,18,5.7,24,Good,1,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,09-01-2021 19:00,2021,1,9,19,5.7,24,Good,-2,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,09-01-2021 20:00,2021,1,9,20,12.5,52,Moderate,16,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,09-01-2021 21:00,2021,1,9,21,41.9,117,Unhealthy for Sensitive Groups,64,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,09-01-2021 22:00,2021,1,9,22,177.4,228,Very Unhealthy,296,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,09-01-2021 23:00,2021,1,9,23,191.7,242,Very Unhealthy,205,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,10-01-2021 00:00,2021,1,10,0,189.3,239,Very Unhealthy,187,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,10-01-2021 01:00,2021,1,10,1,158.9,209,Very Unhealthy,129,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,10-01-2021 02:00,2021,1,10,2,148.9,199,Unhealthy,139,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,10-01-2021 03:00,2021,1,10,3,166.5,217,Very Unhealthy,184,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,10-01-2021 04:00,2021,1,10,4,201.3,251,Very Unhealthy,236,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,10-01-2021 05:00,2021,1,10,5,185.6,236,Very Unhealthy,170,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,10-01-2021 06:00,2021,1,10,6,169.3,220,Very Unhealthy,153,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,10-01-2021 07:00,2021,1,10,7,148.1,199,Unhealthy,127,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,10-01-2021 08:00,2021,1,10,8,131,190,Unhealthy,114,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,10-01-2021 09:00,2021,1,10,9,124.5,187,Unhealthy,118,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,10-01-2021 10:00,2021,1,10,10,139.7,194,Unhealthy,155,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,10-01-2021 11:00,2021,1,10,11,193.8,244,Very Unhealthy,248,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,10-01-2021 12:00,2021,1,10,12,279.4,330,Hazardous,365,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,10-01-2021 13:00,2021,1,10,13,164.7,215,Very Unhealthy,50,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,10-01-2021 14:00,2021,1,10,14,97.8,173,Unhealthy,31,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,10-01-2021 15:00,2021,1,10,15,66.9,157,Unhealthy,36,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,10-01-2021 16:00,2021,1,10,16,58.4,152,Unhealthy,50,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,10-01-2021 17:00,2021,1,10,17,49.1,134,Unhealthy for Sensitive Groups,40,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,10-01-2021 18:00,2021,1,10,18,43.5,121,Unhealthy for Sensitive Groups,38,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,10-01-2021 19:00,2021,1,10,19,43.7,121,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,10-01-2021 20:00,2021,1,10,20,61.3,154,Unhealthy,79,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,10-01-2021 21:00,2021,1,10,21,63.6,155,Unhealthy,66,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,10-01-2021 22:00,2021,1,10,22,173.3,224,Very Unhealthy,283,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,10-01-2021 23:00,2021,1,10,23,239.1,289,Very Unhealthy,305,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,11-01-2021 00:00,2021,1,11,0,242,292,Very Unhealthy,245,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,11-01-2021 01:00,2021,1,11,1,250,300,Very Unhealthy,258,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,11-01-2021 02:00,2021,1,11,2,215.5,265,Very Unhealthy,181,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,11-01-2021 03:00,2021,1,11,3,257.3,308,Hazardous,299,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,11-01-2021 04:00,2021,1,11,4,240.6,290,Very Unhealthy,224,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,11-01-2021 05:00,2021,1,11,5,185.3,235,Very Unhealthy,130,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,11-01-2021 06:00,2021,1,11,6,140.6,195,Unhealthy,96,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,11-01-2021 07:00,2021,1,11,7,115.3,182,Unhealthy,90,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,11-01-2021 08:00,2021,1,11,8,111.6,180,Unhealthy,108,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,11-01-2021 09:00,2021,1,11,9,160.8,211,Very Unhealthy,210,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,11-01-2021 10:00,2021,1,11,10,258.4,309,Hazardous,356,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,11-01-2021 11:00,2021,1,11,11,239.7,289,Very Unhealthy,221,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,11-01-2021 12:00,2021,1,11,12,235.3,285,Very Unhealthy,231,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,11-01-2021 13:00,2021,1,11,13,171.6,222,Very Unhealthy,108,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,11-01-2021 14:00,2021,1,11,14,132.3,191,Unhealthy,93,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,11-01-2021 15:00,2021,1,11,15,117.1,183,Unhealthy,102,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,11-01-2021 16:00,2021,1,11,16,102.5,175,Unhealthy,88,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,11-01-2021 17:00,2021,1,11,17,82.2,165,Unhealthy,62,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,11-01-2021 18:00,2021,1,11,18,61.1,154,Unhealthy,40,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,11-01-2021 19:00,2021,1,11,19,50,137,Unhealthy for Sensitive Groups,39,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,11-01-2021 20:00,2021,1,11,20,64,155,Unhealthy,78,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,11-01-2021 21:00,2021,1,11,21,140,195,Unhealthy,216,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,11-01-2021 22:00,2021,1,11,22,188.9,239,Very Unhealthy,238,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,11-01-2021 23:00,2021,1,11,23,173.9,224,Very Unhealthy,159,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,12-01-2021 00:00,2021,1,12,0,205.4,255,Very Unhealthy,237,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,12-01-2021 01:00,2021,1,12,1,208.2,258,Very Unhealthy,211,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,12-01-2021 02:00,2021,1,12,2,246.1,296,Very Unhealthy,284,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,12-01-2021 03:00,2021,1,12,3,281.1,331,Hazardous,316,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,12-01-2021 04:00,2021,1,12,4,316.5,366,Hazardous,352,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,12-01-2021 05:00,2021,1,12,5,297.8,348,Hazardous,279,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,12-01-2021 06:00,2021,1,12,6,331.4,381,Hazardous,365,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,12-01-2021 07:00,2021,1,12,7,242.2,292,Very Unhealthy,153,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,12-01-2021 08:00,2021,1,12,8,205.6,256,Very Unhealthy,169,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,12-01-2021 09:00,2021,1,12,9,192.3,242,Very Unhealthy,179,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,12-01-2021 10:00,2021,1,12,10,185.1,235,Very Unhealthy,178,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,12-01-2021 11:00,2021,1,12,11,243,293,Very Unhealthy,301,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,12-01-2021 12:00,2021,1,12,12,327,377,Hazardous,411,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,12-01-2021 13:00,2021,1,12,13,236,286,Very Unhealthy,145,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,12-01-2021 14:00,2021,1,12,14,186.9,237,Very Unhealthy,138,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,12-01-2021 15:00,2021,1,12,15,106.4,177,Unhealthy,26,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,12-01-2021 16:00,2021,1,12,16,106.4,177,Unhealthy,-4,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,12-01-2021 17:00,2021,1,12,17,-999,-999,N/A,-3,UG/M3,1 Hr,Invalid
Ulaanbaatar,PM2.5 - Principal,12-01-2021 18:00,2021,1,12,18,-999,-999,N/A,3,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,12-01-2021 19:00,2021,1,12,19,24.4,77,Moderate,25,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,12-01-2021 20:00,2021,1,12,20,23.6,75,Moderate,23,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,12-01-2021 21:00,2021,1,12,21,25.3,79,Moderate,27,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,12-01-2021 22:00,2021,1,12,22,19.5,67,Moderate,14,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,12-01-2021 23:00,2021,1,12,23,16.1,59,Moderate,13,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,13-01-2021 00:00,2021,1,13,0,30.6,90,Moderate,45,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,13-01-2021 01:00,2021,1,13,1,72.9,160,Unhealthy,115,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,13-01-2021 02:00,2021,1,13,2,105,177,Unhealthy,137,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,13-01-2021 03:00,2021,1,13,3,101,174,Unhealthy,97,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,13-01-2021 04:00,2021,1,13,4,81.4,164,Unhealthy,62,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,13-01-2021 05:00,2021,1,13,5,72.7,160,Unhealthy,64,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,13-01-2021 06:00,2021,1,13,6,52.8,144,Unhealthy for Sensitive Groups,33,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,13-01-2021 07:00,2021,1,13,7,55.4,150,Unhealthy for Sensitive Groups,58,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,13-01-2021 08:00,2021,1,13,8,61.7,154,Unhealthy,68,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,13-01-2021 09:00,2021,1,13,9,90.3,169,Unhealthy,119,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,13-01-2021 10:00,2021,1,13,10,134.2,192,Unhealthy,178,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,13-01-2021 11:00,2021,1,13,11,217.1,267,Very Unhealthy,300,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,13-01-2021 12:00,2021,1,13,12,208.5,258,Very Unhealthy,200,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,13-01-2021 13:00,2021,1,13,13,134.2,192,Unhealthy,60,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,13-01-2021 14:00,2021,1,13,14,77.1,162,Unhealthy,20,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,13-01-2021 15:00,2021,1,13,15,46.5,128,Unhealthy for Sensitive Groups,16,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,13-01-2021 16:00,2021,1,13,16,35.2,100,Moderate,24,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,13-01-2021 17:00,2021,1,13,17,24.6,77,Moderate,14,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,13-01-2021 18:00,2021,1,13,18,26.3,81,Moderate,28,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,13-01-2021 19:00,2021,1,13,19,31.1,91,Moderate,36,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,13-01-2021 20:00,2021,1,13,20,34.5,98,Moderate,38,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,13-01-2021 21:00,2021,1,13,21,38.7,109,Unhealthy for Sensitive Groups,43,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,13-01-2021 22:00,2021,1,13,22,84.8,166,Unhealthy,131,UG/M3,1 Hr,Valid
Ulaanbaatar,PM2.5 - Principal,13-01-2021 23:00,2021,1,13,23,259.4,310,Hazardous,434,UG/M3,1 Hr,Valid
